ontology,label,definition,internal_id,accuracy,internal_consistency,score,confidence,notes,is_a,relationships,evaluator,
envo,field capacity,The capacity of a soil to hold water after all gravitational water has drained.,765,4.0,,4.0,4,,ConcentrationOfLiquidWaterInSoil,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,field capacity,A concentration of liquid water in soil arrived at after water which is not retained by the soil has drained away.,766,5.0,,5.0,4,,ConcentrationOfLiquidWaterInSoil,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,field capacity,The concentration of liquid water in soil at field capacity.,767,4.0,,4.0,4,,ConcentrationOfLiquidWaterInSoil,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,field capacity,The maximum amount of water that a particular type of soil can retain after excess water has drained away because of gravity.,768,5.0,,5.0,4,,ConcentrationOfLiquidWaterInSoil,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,field capacity,The maximum amount of water that a soil can hold against gravity.,769,4.0,,4.0,4,,ConcentrationOfLiquidWaterInSoil,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,field capacity,The maximum amount of water that can be held in a soil sample by capillary action.,770,3.0,,3.0,4,,ConcentrationOfLiquidWaterInSoil,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,field capacity,The maximum amount of water that can be retained in soil after excess water has drained away.,771,5.0,,5.0,4,,ConcentrationOfLiquidWaterInSoil,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,field capacity,The measure of liquid water concentration in soil at field capacity.,772,4.0,,4.0,4,,ConcentrationOfLiquidWaterInSoil,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,speed of soil water infiltration,A physical quality inherent in water infiltration into soil that is defined by the scalar absolute value of the rate of this infiltration.,773,3.0,,3.0,3,,Speed,"{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,speed of soil water infiltration,The speed of some soil water infiltration.,774,1.0,,1.0,3,,Speed,"{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,speed of soil water infiltration,The rate at which water enters the soil during the process of water infiltration into the soil.,775,5.0,,5.0,3,,Speed,"{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,speed of soil water infiltration,The rate at which water infiltrates into soil.,776,5.0,,5.0,3,,Speed,"{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,speed of soil water infiltration,The speed at which water infiltrates into soil.,777,5.0,,5.0,3,,Speed,"{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,speed of soil water infiltration,The speed at which water infiltrates into the soil.,778,5.0,,5.0,3,,Speed,"{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,speed of soil water infiltration,The speed at which water infiltrates soil.,779,5.0,,5.0,3,,Speed,"{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,speed of soil water infiltration,The speed of some water infiltrating into soil.,780,5.0,,5.0,3,awkward wording,Speed,"{'predicate': 'CharacteristicOf', 'target': 'WaterInfiltrationIntoSoil'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,pressure of atmospheric water vapour,The pressure exerted by atmospheric water vapor.,781,4.0,,4.0,3,,Pressure,"{'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,pressure of atmospheric water vapour,The pressure of some atmospheric water vapour.,782,4.0,,4.0,3,,Pressure,"{'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,pressure of atmospheric water vapour,The pressure of atmospheric water vapor.,783,4.0,,4.0,3,,Pressure,"{'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,pressure of atmospheric water vapour,The pressure of atmospheric water vapour refers to the force exerted by water vapour present in Earth's atmosphere. It forms a part of the general atmospheric pressure and significantly contributes to weather and climate patterns. It can be measured and quantified and is directly related to atmospheric water vapour.,784,5.0,,5.0,3,,Pressure,"{'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,pressure of atmospheric water vapour,The pressure of atmospheric water vapour.,785,4.0,,4.0,3,,Pressure,"{'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,pressure of atmospheric water vapour,The pressure which inheres in atmospheric water vapour.,787,4.0,,4.0,3,,Pressure,"{'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,pressure of atmospheric water vapour,The pressure which is inherently part of atmospheric water vapour.,788,4.0,,4.0,3,,Pressure,"{'predicate': 'CharacteristicOf', 'target': 'AtmosphericWaterVapour'}",16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,concentration of ammonium in sea water,The concentration of ammonium when measured in sea water.,789,5.0,,5.0,2,,ConcentrationOfAmmoniumInLiquidWater,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,concentration of ammonium in sea water,The concentration of ammonium when measured specifically in sea water.,795,5.0,,5.0,2,,ConcentrationOfAmmoniumInLiquidWater,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,concentration of carbon-13 atom in sea water,The concentration of a carbon-13 atom when measured in sea water.,796,5.0,,5.0,2,,ConcentrationOfCarbonAtomInSeaWater,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,concentration of carbon-13 atom in sea water,The concentration of carbon-13 atom when measured in sea water.,797,5.0,,5.0,2,,ConcentrationOfCarbonAtomInSeaWater,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,concentration of chloroflurocarbon in sea water,The concentration of chlorofluorocarbon when measured in sea water.,804,5.0,,5.0,2,spelling of chloroflurocarbon doesn't match label,ConcentrationOf,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,concentration of chloroflurocarbon in sea water,The concentration of chloroflurocarbon when measured in sea water.,805,5.0,,5.0,2,,ConcentrationOf,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,concentration of chloroflurocarbon in sea water,The concentration of chlorofluorocarbons when measured in sea water.,806,5.0,,5.0,2,spelling of chloroflurocarbon doesn't match label,ConcentrationOf,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,concentration of calcium carbonate in sea water,The concentration of calcium carbonate when measured in sea water.,812,5.0,,5.0,2,,ConcentrationOf,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
envo,concentration of calcium carbonate in sea water,The concentration of calcium carbonate when measured in seawater.,818,5.0,,5.0,2,,ConcentrationOf,,16cedf80ade01c62bdd1ae931d0492330c0b62bf294c08c095ce2fab21a9298d,
foodon,pecan nut food product,A pecan nut food product is a food product that derives from pecans,819,4.0,3.0,3.0,4,,HickoryNutFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,pecan nut food product,A food product which derives from a pecan cultivar (Carya illinoinensis) nut.,820,4.0,4.0,4.0,3,,HickoryNutFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,pecan nut food product,A pecan nut food product is a hickory nut food product that derives from pecans,821,3.0,4.0,3.0,3,,HickoryNutFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,pecan nut food product,"A pecan nut food product is a specialized type of culinary delight that falls under the broader category of Hickory nut food products. Pecan nuts, also known as Carya illinoinensis, are delicious and nutritious tree nuts native to North America. They have a smooth, buttery texture and a rich, sweet flavor that is highly sought after in gastronomy.",822,3.0,2.0,2.0,3,,HickoryNutFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,pecan nut food product,A pecan nut food product is a specific type of food item that is derived from or contains pecans as its primary ingredient. It is a subclass of Hickory Nut food product,823,3.0,3.0,3.0,3,,HickoryNutFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,pecan nut food product,"A pecan nut food product is a specific type of food product that is derived from the pecan nut, a rich and flavorful nut commonly found in various regions of the United States and Mexico.",824,3.0,2.0,2.0,4,,HickoryNutFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,pecan nut food product,"A pecan nut food product is a specific type of nourishment item, derived from the culinary nut of the Pecan tree, which is native to North America. This food product embodies a rich, buttery taste, often viewed as a staple in desserts but also used as an ingredient in savory dishes, cereals, and salads. As a subclass of Hickory Nut Food Products, the pecan nut food product shares similar characteristics such as being high in healthy fats, vitamins, and minerals.",825,2.0,2.0,2.0,4,,HickoryNutFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,pecan nut food product,A pecan nut food product is a subclass of hickory nut food product,826,3.0,4.0,4.0,3,,HickoryNutFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rice kernel with husk,"A part of the rice plant that is the fundamental unit of rice before it undergoes processing stages. It includes all components of the rice grain: the hull, bran, germ, and endosperm. It is a subclass of 'RiceFoodProduct'",827,5.0,2.0,2.0,4,,RiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rice kernel with husk,A rice kernel which is attached to its husk.,828,5.0,4.0,4.0,4,,RiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rice kernel with husk,A primary natural state of rice when it is still enclosed in the protective husk layer. It is the original source of various rice food products.,829,4.0,2.0,2.0,4,,RiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rice kernel with husk,A single grain of uncooked rice that is still attached to its husk.,830,4.0,2.0,2.0,5,,RiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rice kernel with husk,A single rice kernel that is attached to its husk.,831,5.0,4.0,4.0,5,,RiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rice kernel with husk,A singular rice grain which is attached to its husk.,832,5.0,4.0,4.0,5,,RiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rice kernel with husk,"An individual grain of rice that is still enclosed within its outer covering, known as the husk.",833,5.0,2.0,2.0,5,,RiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rice kernel with husk,The entire grain of rice that includes both the outer husk and the inner kernel.,834,5.0,2.0,3.0,5,,RiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant material,An anatomical entity that is or was part of a plant.,835,5.0,4.0,3.0,4,,OrganismMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant material,Anatomical or other piece(s) or substance derived from one or more plants.,836,5.0,3.0,3.0,4,,OrganismMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant material,An organism material that is or was part of a plant.,837,5.0,3.0,3.0,4,,OrganismMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant material,Anatomical or other part(s) or substances derived from a plant organism.,838,4.0,3.0,3.0,4,,OrganismMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant material,Anatomical or other part(s) or substances derived from plant organisms.,839,4.0,4.0,3.0,4,,OrganismMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant material,"Any type of material that comes from plants, including trees, shrubs, flowers, and other types of vegetation.",840,4.0,3.0,2.0,4,,OrganismMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant material,Material that is or was part of a plant.,841,5.0,4.0,3.0,4,,OrganismMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant material,"Substances or materials derived from plants, including leaves, branches, roots, flowers, seeds, fruits, and cellular or molecular components.",842,3.0,2.0,2.0,4,,OrganismMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant piece,"A part or fragment of a plant, such as leaves, stems, roots, or flowers.",843,4.0,2.0,2.0,4,,OrganismPiece | PlantMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant piece,An anatomical or other piece derived from a plant.,844,5.0,3.0,4.0,4,,OrganismPiece | PlantMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant piece,A part or piece of a plant.,845,4.0,3.0,3.0,4,,OrganismPiece | PlantMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant piece,A piece of a plant.,846,5.0,4.0,4.0,4,,OrganismPiece | PlantMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant piece,"A plant piece is a part derived or taken from an organism which in this particular context is a plant. Such items would typically stem from parts of a plant such as leaves, stems, roots, flowers, or seeds. It is a subclass of both OrganismPiece and PlantMaterial.",847,3.0,2.0,2.0,4,,OrganismPiece | PlantMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant piece,A section or fragment of a plant which can naturally detach or be artificially cut.,848,3.0,2.0,2.0,4,,OrganismPiece | PlantMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant piece,"A specific component or portion of a plant that can be separated or detached from the main plant structure. It is classified as a subclass of OrganismPiece, indicating its classification as a fragment or component of a living organism, and PlantMaterial, indicating its specific categorization within the plant realm.",849,3.0,1.0,1.0,4,,OrganismPiece | PlantMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,plant piece,"Any portion or fragment of a plant that has been separated or detached from the main plant body. It is classified as both an OrganismPiece and a subtype of PlantMaterial, indicating its relationship with living organisms and its origin from plants.",850,2.0,1.0,1.0,4,,OrganismPiece | PlantMaterial,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,animal piece(s),A collection of two or more animal meat pieces.,851,5.0,4.0,5.0,5,,AnimalMaterial,"{'predicate': 'HasMember', 'target': 'AnimalPiece'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,animal piece(s),A collection of one or more anatomical or other pieces derived from animal(s).,852,5.0,3.0,3.0,5,,AnimalMaterial,"{'predicate': 'HasMember', 'target': 'AnimalPiece'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,animal piece(s),"A piece or pieces of an animal, which is a subclass of AnimalMaterial.",853,3.0,2.0,2.0,5,,AnimalMaterial,"{'predicate': 'HasMember', 'target': 'AnimalPiece'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,animal piece(s),"A specific, separable part of an animal such as hide, fur, bones, meat, fluids, or any other bodily constituent, either in raw form or processed. It is a subclass of animal material and can possibly include various parts that together form an animal.",854,3.0,2.0,2.0,4,,AnimalMaterial,"{'predicate': 'HasMember', 'target': 'AnimalPiece'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,animal piece(s),"A type of material derived from an animal, which includes any part or fragment of an animal detached from the whole body.",855,3.0,3.0,2.0,4,,AnimalMaterial,"{'predicate': 'HasMember', 'target': 'AnimalPiece'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,animal piece(s),Any part or fragment derived from an animal's body.,856,4.0,4.0,4.0,5,,AnimalMaterial,"{'predicate': 'HasMember', 'target': 'AnimalPiece'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,animal piece(s),"Pieces of animal material, which can include one or more individual animal pieces.",857,5.0,3.0,3.0,5,,AnimalMaterial,"{'predicate': 'HasMember', 'target': 'AnimalPiece'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,"potato (with skin, boiled)",A boiled whole potato.,858,4.0,3.0,3.0,4,,PotatoFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,raw,"A characteristic of an animal, plant, fungi or algae, or a substantial piece thereof, which has not had material processing done to it that affects its biochemical composition.",859,4.0,4.0,4.0,4,,FoodObjectQuality,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,asparagus bean (raw),A raw asparagus bean.,860,5.0,4.0,4.0,5,,AsparagusBean,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,asparagus bean (raw),"A raw form of the asparagus bean, which refers to the long, slender pod of the Vigna unguiculata subsp. sesquipedalis plant.",861,3.0,3.0,4.0,3,,AsparagusBean,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,asparagus bean (raw),A raw seed of a asparagus bean plant (Vigna unguiculata subsp. sesquipedalis).,862,3.0,3.0,3.0,4,,AsparagusBean,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,asparagus bean (raw),"A raw, uncooked asparagus bean.",863,2.0,3.0,3.0,4,,AsparagusBean,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,asparagus bean (raw),An unprocessed asparagus bean.,864,4.0,3.0,3.0,4,,AsparagusBean,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,asparagus bean (raw),Raw form of the asparagus bean (Vigna unguiculata subsp. sesquipedalis).,865,3.0,3.0,3.0,4,,AsparagusBean,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,asparagus bean (raw),The uncooked pod of an asparagus bean plant (Vigna unguiculata subsp. sesquipedalis).,866,3.0,2.0,3.0,4,,AsparagusBean,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rolled oats (cooked),Rolled oats which are cooked,867,5.0,4.0,4.0,4,,RolledOats,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,durum wheat kernel (raw),"A raw durum wheat kernel, unprocessed and in its natural state.",868,3.0,3.0,2.0,4,,DurumWheatKernel,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,durum wheat kernel (raw),A durum wheat kernel which is raw (not dried).,869,4.0,4.0,3.0,3,,DurumWheatKernel,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,durum wheat kernel (raw),A whole raw durum wheat kernel.,870,4.0,3.0,3.0,4,,DurumWheatKernel,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,parsnip (peeled),A parsnip which has been peeled.,875,5.0,5.0,5.0,5,,ParsnipFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (cooked),A brown rice food product that has been cooked and is characterized by its elongated shape and slightly chewy texture.,876,3.0,2.0,2.0,4,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (cooked),A brown rice food product which is a cooked endosperm of a long-grain rice plant.,877,3.0,2.0,2.0,3,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (cooked),"A brown rice food product which is a cooked, longer grain rice, with only the hull removed during milling. It remains separate when cooked and is nutrient-rich, containing dietary fiber, vitamins, and minerals that promote health and wellness.",879,3.0,1.0,2.0,4,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (cooked),A brown rice food product which is cooked long grain brown rice.,880,4.0,4.0,4.0,4,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (cooked),A cooked endosperm of a long-grain brown rice plant.,881,4.0,3.0,3.0,3,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (cooked),"A specific type of cooked Rice Food Product. Only its hull is removed which keeps the bran and germ intact, distinguishing it from white rice. It is known for its length, becoming even longer after it is cooked. This rice is soft and chewy with a slightly nutty flavor, and it includes essential nutrients like dietary fiber, selenium, and magnesium. It contributes to heart health, aids in weight loss, and promotes good digestion.",882,2.0,2.0,1.0,3,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (uncooked),"A specific type of Brown Rice Food Product that is renowned for its long, slender kernels and maintains a firm and chewy texture when cooked. It is uncooked and requires preparation, usually through boiling or steaming, before it becomes edible.",883,2.0,2.0,2.0,3,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (uncooked),"A specific type of rice characterized by its elongated grains, brown color due to the retained bran layer, nutty flavor, and chewy texture. It requires a longer cooking time compared to processed rice and is considered healthier due to the presence of fiber, vitamins, and minerals.",884,3.0,2.0,2.0,4,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (uncooked),A type of brown rice that has long-grain kernels and is uncooked.,885,4.0,3.0,4.0,4,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (uncooked),A type of uncooked brown rice that is long-grained.,886,4.0,3.0,4.0,4,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (uncooked),"A type of uncooked rice that falls under the category of BrownRiceFoodProduct. It is characterized by its long and slender grains, which give it a distinct appearance compared to other rice varieties. Long grain brown rice is a whole grain food, meaning that it contains all three parts of the grain - the bran, germ, and endosperm. The bran and germ are important components as they contain essential nutrients and dietary fiber. This makes long grain brown rice a healthier alternative to white rice, as it offers more nutritional value and benefits. One of the notable features of long grain brown rice is its nutty flavor and chewy texture. When properly cooked, it retains its firmness and doesn't become overly soft or sticky. This makes it ideal for a variety of dishes, including pilafs, salads, stir-fries, and side dishes. In terms of cooking methods, long grain brown rice requires a longer cooking time compared to white rice due to its bran and germ content. It typically needs to be simmered or boiled for around 45-50 minutes, or until it reaches a tender consistency. Using the correct ratio of water to rice is crucial to ensure optimal results. Long grain brown rice not only adds a delicious and wholesome element to meals but also offers numerous health benefits. It is a good source of complex carbohydrates, which provide sustained energy and help regulate blood sugar levels. The dietary fiber found in long grain brown rice aids in digestion, promotes satiety, and helps maintain a healthy weight. Additionally, it contains minerals such as magnesium, phosphorus, and selenium, as well as vitamins like B vitamins and vitamin E. Overall, long grain brown rice is a versatile and nutritious grain option that can enhance the flavor and nutritional profile of various dishes. Its unique texture, nutty taste, and health benefits make it a popular choice among those seeking a wholesome and satisfying addition to their meals. Being classified as a BrownRiceFoodProduct, it is a healthy alternative and a staple in many cuisines worldwide.",887,2.0,1.0,1.0,4,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (uncooked),An uncooked aggregate of long-grain brown rice kernels.,888,4.0,3.0,3.0,4,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,long grain brown rice (uncooked),Uncooked long grain brown rice that falls under the category of brown rice food product.,889,4.0,3.0,3.0,4,,BrownRiceFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rye kernel (cooked),A cooked kernel of rye,890,4.0,4.0,4.0,4,,RyeKernel,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rye kernel (cooked),A cooked kernel of rye.,892,5.0,4.0,4.0,4,,RyeKernel,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rye kernel (cooked),A cooked rye kernel belongs to the broader category of RyeKernel.,893,3.0,2.0,2.0,4,,RyeKernel,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rye kernel (cooked),A rye kernel that has been cooked for consumption.,894,4.0,2.0,3.0,4,,RyeKernel,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,rye kernel (cooked),A specific type of rye kernel that has undergone the cooking process.,895,4.0,3.0,3.0,4,,RyeKernel,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
