ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships	is_original	masked_id	expected_label	feature_definition	feature_aliases	feature_relationships	feature_logical_definition	masked_original_id	predicted_label	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives	task	method	model_name	feature_label	expected_relationships	predicted_relationships	expected_definition	predicted_definition
uberon	subcarinal lymph node	A lymph node located at the junction of the trachea (windpipe) and bronchi (airways) in the chest. It is a part of the superior mediastinal lymph node group.	2725	0.0					SuperiorMediastinalLymphNode		False	SubcarinalLymphNode				[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	subcarinal lymph node			Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	A lymph node located at the junction of the trachea (windpipe) and bronchi (airways) in the chest. It is a part of the superior mediastinal lymph node group.
uberon	subcarinal lymph node	Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	2726	0.0					SuperiorMediastinalLymphNode		True	SubcarinalLymphNode				[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	subcarinal lymph node			Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	A lymph node located at the junction of the trachea (windpipe) and bronchi (airways) in the chest. It is a part of the superior mediastinal lymph node group.
uberon	subcarinal lymph node	A lymph node located in the aorticopulmonary window, which is between the pulmonary artery and the left bronchus.	2727	0.0					SuperiorMediastinalLymphNode		False	SubcarinalLymphNode				[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	subcarinal lymph node			Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	A lymph node located in the aorticopulmonary window, which is between the pulmonary artery and the left bronchus.
uberon	subcarinal lymph node	A lymph node located in the superior mediastinum, near the carina of the trachea.	2728	0.0					SuperiorMediastinalLymphNode		False	SubcarinalLymphNode				[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	subcarinal lymph node			Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	A lymph node located in the superior mediastinum, near the carina of the trachea.
uberon	subcarinal lymph node	A subcarinal lymph node is a specific type of lymph node that is classified under Superior Mediastinal Lymph Nodes. Located beneath the carina of the trachea, it plays a crucial role in the immune system, including filtering harmful substances and producing various types of white blood cells.	2729	0.0					SuperiorMediastinalLymphNode		False	SubcarinalLymphNode				[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	subcarinal lymph node			Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	A subcarinal lymph node is a specific type of lymph node that is classified under Superior Mediastinal Lymph Nodes. Located beneath the carina of the trachea, it plays a crucial role in the immune system, including filtering harmful substances and producing various types of white blood cells.
uberon	subcarinal lymph node	A superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right. Thesaurus:C117873 PMID:30422458.	2730	0.0					SuperiorMediastinalLymphNode		False	SubcarinalLymphNode				[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	subcarinal lymph node			Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	A superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right. Thesaurus:C117873 PMID:30422458.
uberon	subcarinal lymph node	A type of lymph node that is located in the superior mediastinum. It receives drainage from surrounding tissues, including the trachea and heart.	2731	0.0					SuperiorMediastinalLymphNode		False	SubcarinalLymphNode				[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	nous-hermes-13b	subcarinal lymph node			Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	A type of lymph node that is located in the superior mediastinum. It receives drainage from surrounding tissues, including the trachea and heart.
uberon	subcarinal lymph node	Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	2732	1.0					SuperiorMediastinalLymphNode		False	SubcarinalLymphNode				[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055		1.0	1.0	1.0	1.0	0.0	1	0	0	0	definition	github	gpt-4	subcarinal lymph node			Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.
uberon	subcarinal lymph node	The subcarinal lymph node is a specific lymph node located in the superior mediastinum, below the carina. It plays an essential role in the immune response by filtering lymph and helping to fight infections in the upper chest area. Its relationships include being a subclass of the superior mediastinal lymph node, and it interacts with various other lymph nodes in the region.	2733	0.0					SuperiorMediastinalLymphNode		False	SubcarinalLymphNode				[{'predicate': 'subClassOf', 'target': 'SuperiorMediastinalLymphNode'}]		UBERON:8480055		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	subcarinal lymph node			Superior mediastinal lymph node located in the thoracic cavity between the lungs. It is bordered by the carina of the trachea, the lower lobe bronchus on the left and the intermediate bronchus on the right.	The subcarinal lymph node is a specific lymph node located in the superior mediastinum, below the carina. It plays an essential role in the immune response by filtering lymph and helping to fight infections in the upper chest area. Its relationships include being a subclass of the superior mediastinal lymph node, and it interacts with various other lymph nodes in the region.
uberon	left supraclavicular lymph node	A lymph node located on the left side of the neck.	2734	0.0					SupraclavicularLymphNode		False	LeftSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	left supraclavicular lymph node			Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	A lymph node located on the left side of the neck.
uberon	left supraclavicular lymph node	Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	2735	0.0					SupraclavicularLymphNode		True	LeftSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	left supraclavicular lymph node			Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	A lymph node located on the left side of the neck.
uberon	left supraclavicular lymph node	A lymph node which is located above the clavicle on the left side.	2736	0.0					SupraclavicularLymphNode		False	LeftSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	left supraclavicular lymph node			Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	A lymph node which is located above the clavicle on the left side.
uberon	left supraclavicular lymph node	A lymph node which is located above the clavicle, on the left side.	2737	0.0					SupraclavicularLymphNode		False	LeftSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	left supraclavicular lymph node			Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	A lymph node which is located above the clavicle, on the left side.
uberon	left supraclavicular lymph node	A specific type of lymph node located on the left side of the body, specifically in the supraclavicular region. It belongs to the category of lymph nodes known as Supraclavicular Lymph Nodes.	2738	0.0					SupraclavicularLymphNode		False	LeftSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	left supraclavicular lymph node			Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	A specific type of lymph node located on the left side of the body, specifically in the supraclavicular region. It belongs to the category of lymph nodes known as Supraclavicular Lymph Nodes.
uberon	left supraclavicular lymph node	A specific type of supraclavicular lymph node that is located on the left side of the body, just above the clavicle or collarbone, and functions as part of the body's immune system.	2739	0.0					SupraclavicularLymphNode		False	LeftSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	left supraclavicular lymph node			Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	A specific type of supraclavicular lymph node that is located on the left side of the body, just above the clavicle or collarbone, and functions as part of the body's immune system.
uberon	left supraclavicular lymph node	A supraclavicular lymph node that is on the left side of the body.	2740	0.0					SupraclavicularLymphNode		False	LeftSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	left supraclavicular lymph node			Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	A supraclavicular lymph node that is on the left side of the body.
uberon	left supraclavicular lymph node	A supraclavicular lymph node which is located on the left side of the body.	2741	0.0					SupraclavicularLymphNode		False	LeftSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	left supraclavicular lymph node			Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	A supraclavicular lymph node which is located on the left side of the body.
uberon	left supraclavicular lymph node	The left supraclavicular lymph node is a type of lymph node that is located in the upper chest region, specifically on the left side. It is part of the body's immune system and helps to filter out foreign substances such as bacteria and viruses from the bloodstream.	2742	0.0					SupraclavicularLymphNode		False	LeftSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480056		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	nous-hermes-13b	left supraclavicular lymph node			Supraclavicular lymph node located on the left side of a entire appendicular skeleton. The left supraclavicular lymph node drains the kidney, cervix, testis, and pancreas into the thoracic duct.	The left supraclavicular lymph node is a type of lymph node that is located in the upper chest region, specifically on the left side. It is part of the body's immune system and helps to filter out foreign substances such as bacteria and viruses from the bloodstream.
uberon	right supraclavicular lymph node	A lymph node located on the right side of the neck, above the clavicle.	2743	0.0					SupraclavicularLymphNode		False	RightSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480057		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	right supraclavicular lymph node			Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	A lymph node located on the right side of the neck, above the clavicle.
uberon	right supraclavicular lymph node	Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	2744	0.0					SupraclavicularLymphNode		True	RightSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480057		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	right supraclavicular lymph node			Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	A lymph node located on the right side of the neck, above the clavicle.
uberon	right supraclavicular lymph node	A lymph node which is located above the right clavicle.	2745	0.0					SupraclavicularLymphNode		False	RightSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480057		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	right supraclavicular lymph node			Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	A lymph node which is located above the right clavicle.
uberon	right supraclavicular lymph node	A lymph node which is located on the right side above the clavicle.	2746	0.0					SupraclavicularLymphNode		False	RightSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480057		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	right supraclavicular lymph node			Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	A lymph node which is located on the right side above the clavicle.
uberon	right supraclavicular lymph node	A specific category of lymph node located in the supraclavicular region of the body, specifically on the right side.	2747	0.0					SupraclavicularLymphNode		False	RightSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480057		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	right supraclavicular lymph node			Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	A specific category of lymph node located in the supraclavicular region of the body, specifically on the right side.
uberon	right supraclavicular lymph node	A specific type of lymph node that is located in the right supraclavicular region of the body. It is a part of the lymphatic system and filters lymph fluid drained from the upper right quadrant of the body.	2748	0.0					SupraclavicularLymphNode		False	RightSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480057		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	right supraclavicular lymph node			Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	A specific type of lymph node that is located in the right supraclavicular region of the body. It is a part of the lymphatic system and filters lymph fluid drained from the upper right quadrant of the body.
uberon	right supraclavicular lymph node	A supraclavicular lymph node that is located on the right side of the body.	2749	0.0					SupraclavicularLymphNode		False	RightSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480057		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	right supraclavicular lymph node			Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	A supraclavicular lymph node that is located on the right side of the body.
uberon	right supraclavicular lymph node	A supraclavicular lymph node that resides on the right side of the body.	2750	0.0					SupraclavicularLymphNode		False	RightSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480057		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	right supraclavicular lymph node			Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	A supraclavicular lymph node that resides on the right side of the body.
uberon	right supraclavicular lymph node	The right supraclavicular lymph node is a type of lymph node that is located in the upper right region of the human body. It falls under the category of supraclavicular lymph nodes, which are found above the collarbone and help to drain lymphatic fluid from nearby tissues.	2751	0.0					SupraclavicularLymphNode		False	RightSupraclavicularLymphNode				[{'predicate': 'subClassOf', 'target': 'SupraclavicularLymphNode'}]		UBERON:8480057		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	nous-hermes-13b	right supraclavicular lymph node			Supraclavicular lymph node located on the right side of a entire appendicular skeleton. The right supraclavicular lymph node drains the breast, lung and upper esophagus into the right lymphatic duct.	The right supraclavicular lymph node is a type of lymph node that is located in the upper right region of the human body. It falls under the category of supraclavicular lymph nodes, which are found above the collarbone and help to drain lymphatic fluid from nearby tissues.
uberon	Virchow's lymph node	A group of three lymph nodes located in the upper body, named after Rudolf Virchow who first described them in the 19th century. These include the left supraclavicular lymph node.	2752	0.0					LeftSupraclavicularLymphNode		False	VirchowSLymphNode				[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	nous-hermes-13b	Virchow's lymph node			Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	A group of three lymph nodes located in the upper body, named after Rudolf Virchow who first described them in the 19th century. These include the left supraclavicular lymph node.
uberon	Virchow's lymph node	Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	2753	0.0					LeftSupraclavicularLymphNode		True	VirchowSLymphNode				[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	nous-hermes-13b	Virchow's lymph node			Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	A group of three lymph nodes located in the upper body, named after Rudolf Virchow who first described them in the 19th century. These include the left supraclavicular lymph node.
uberon	Virchow's lymph node	A left supraclavicular lymph node also known as Virchow's lymph node.	2754	0.0					LeftSupraclavicularLymphNode		False	VirchowSLymphNode				[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	Virchow's lymph node			Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	A left supraclavicular lymph node also known as Virchow's lymph node.
uberon	Virchow's lymph node	A left supraclavicular lymph node. It is also called Virchow's node.	2755	0.0					LeftSupraclavicularLymphNode		False	VirchowSLymphNode				[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	Virchow's lymph node			Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	A left supraclavicular lymph node. It is also called Virchow's node.
uberon	Virchow's lymph node	A lymph node located in the left supraclavicular region.	2756	0.0					LeftSupraclavicularLymphNode		False	VirchowSLymphNode				[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	Virchow's lymph node			Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	A lymph node located in the left supraclavicular region.
uberon	Virchow's lymph node	A lymph node located in the left supraclavicular region.	2757	0.0					LeftSupraclavicularLymphNode		False	VirchowSLymphNode				[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	Virchow's lymph node			Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	A lymph node located in the left supraclavicular region.
uberon	Virchow's lymph node	A lymph node that is a subtype of the left supraclavicular lymph node.	2758	0.0					LeftSupraclavicularLymphNode		False	VirchowSLymphNode				[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	Virchow's lymph node			Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	A lymph node that is a subtype of the left supraclavicular lymph node.
uberon	Virchow's lymph node	A specific lymph node located in the left supraclavicular region of the body.	2759	0.0					LeftSupraclavicularLymphNode		False	VirchowSLymphNode				[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	Virchow's lymph node			Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	A specific lymph node located in the left supraclavicular region of the body.
uberon	Virchow's lymph node	A specific type of left supraclavicular lymph node, also known as Virchow's lymph node.	2760	0.0					LeftSupraclavicularLymphNode		False	VirchowSLymphNode				[{'predicate': 'subClassOf', 'target': 'LeftSupraclavicularLymphNode'}]		UBERON:8480058		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	Virchow's lymph node			Lymph node that is the most proximal of the left supraclavicular lymph nodes. It receives afferent lymphatic drainage from the left head, neck, chest, abdomen, pelvis, and bilateral lower extremities, and drains into the jugulo-subclavian venous junction via the thoracic duct.	A specific type of left supraclavicular lymph node, also known as Virchow's lymph node.
uberon	perigastric lymph node	A lymph node located around the stomach.	2761	0.0					AbdominalLymphNode		False	PerigastricLymphNode				[{'predicate': 'subClassOf', 'target': 'AbdominalLymphNode'}]		UBERON:8480059		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	perigastric lymph node			Lymph node located in the perigastric region.	A lymph node located around the stomach.
uberon	perigastric lymph node	Lymph node located in the perigastric region.	2762	0.0					AbdominalLymphNode		True	PerigastricLymphNode				[{'predicate': 'subClassOf', 'target': 'AbdominalLymphNode'}]		UBERON:8480059		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-3.5-turbo	perigastric lymph node			Lymph node located in the perigastric region.	A lymph node located around the stomach.
uberon	perigastric lymph node	A lymph node located around the stomach.	2763	0.0					AbdominalLymphNode		False	PerigastricLymphNode				[{'predicate': 'subClassOf', 'target': 'AbdominalLymphNode'}]		UBERON:8480059		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	nous-hermes-13b	perigastric lymph node			Lymph node located in the perigastric region.	A lymph node located around the stomach.
uberon	perigastric lymph node	A lymph node located near or around the stomach.	2764	0.0					AbdominalLymphNode		False	PerigastricLymphNode				[{'predicate': 'subClassOf', 'target': 'AbdominalLymphNode'}]		UBERON:8480059		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-3.5-turbo	perigastric lymph node			Lymph node located in the perigastric region.	A lymph node located near or around the stomach.
uberon	perigastric lymph node	A lymph node located near the stomach within the abdominal cavity.	2765	0.0					AbdominalLymphNode		False	PerigastricLymphNode				[{'predicate': 'subClassOf', 'target': 'AbdominalLymphNode'}]		UBERON:8480059		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-3.5-turbo	perigastric lymph node			Lymph node located in the perigastric region.	A lymph node located near the stomach within the abdominal cavity.
uberon	perigastric lymph node	A lymph node that is located around the stomach.	2766	0.0					AbdominalLymphNode		False	PerigastricLymphNode				[{'predicate': 'subClassOf', 'target': 'AbdominalLymphNode'}]		UBERON:8480059		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	direct	gpt-4	perigastric lymph node			Lymph node located in the perigastric region.	A lymph node that is located around the stomach.
uberon	perigastric lymph node	A lymph node that is located around the stomach.	2767	0.0					AbdominalLymphNode		False	PerigastricLymphNode				[{'predicate': 'subClassOf', 'target': 'AbdominalLymphNode'}]		UBERON:8480059		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	github	gpt-4	perigastric lymph node			Lymph node located in the perigastric region.	A lymph node that is located around the stomach.
uberon	perigastric lymph node	A lymph node that is part of the lymphatic system and is located in the perigastric region around the stomach.	2768	0.0					AbdominalLymphNode		False	PerigastricLymphNode				[{'predicate': 'subClassOf', 'target': 'AbdominalLymphNode'}]		UBERON:8480059		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	perigastric lymph node			Lymph node located in the perigastric region.	A lymph node that is part of the lymphatic system and is located in the perigastric region around the stomach.
uberon	perigastric lymph node	A mesenteric lymph node located in the region surrounding the stomach.	2769	0.0					AbdominalLymphNode		False	PerigastricLymphNode				[{'predicate': 'subClassOf', 'target': 'AbdominalLymphNode'}]		UBERON:8480059		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	nous-hermes-13b	perigastric lymph node			Lymph node located in the perigastric region.	A mesenteric lymph node located in the region surrounding the stomach.
uberon	paraspinal region	A specific area alongside the spine, existing only in vertebrates, and is a part of the larger posterior region of the body.	2770	0.0					PosteriorRegionOfBody	{'predicate': 'OnlyInTaxon', 'target': 'Vertebrata_vertebrates_'}	False	ParaspinalRegion				[{'predicate': 'OnlyInTaxon', 'target': 'Vertebrata_vertebrates_'}, {'predicate': 'subClassOf', 'target': 'PosteriorRegionOfBody'}]		UBERON:8480060		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	paraspinal region			The region of the body adjacent to the vertebral column.	A specific area alongside the spine, existing only in vertebrates, and is a part of the larger posterior region of the body.
uberon	paraspinal region	The region of the body adjacent to the vertebral column.	2771	0.0					PosteriorRegionOfBody	{'predicate': 'OnlyInTaxon', 'target': 'Vertebrata_vertebrates_'}	True	ParaspinalRegion				[{'predicate': 'OnlyInTaxon', 'target': 'Vertebrata_vertebrates_'}, {'predicate': 'subClassOf', 'target': 'PosteriorRegionOfBody'}]		UBERON:8480060		0.0	0.0	0.0	0.0	0.0	0	0	1	1	definition	background	gpt-4	paraspinal region			The region of the body adjacent to the vertebral column.	A specific area alongside the spine, existing only in vertebrates, and is a part of the larger posterior region of the body.
