ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships
obi	raw image data set	A data set that consists of raw, unprocessed image data.	2245						ImageDataSet	
obi	raw image data set	A data set that contains raw image data, which is the unprocessed and unperturbed data collected from an imaging device.	2246						ImageDataSet	
obi	raw image data set	A set of data that is composed of raw photographs or images. This dataset is part of a wider umbrella term 'ImageDataSet', meaning while all raw image datasets are image datasets, not all image datasets are composed of raw images. Raw image datasets contain data that is usually unprocessed, preserving the full capture details of a digital camera's sensor, thus offering a broad range of possibilities for later post-processing.	2247						ImageDataSet	
obi	raw image data set	An image data set derived from an imaging technique that has not been processed.	2248						ImageDataSet	
obi	raw image data set	An image data set that is the output of an image creation and has not been processed.	2249						ImageDataSet	
obi	magnetic resonance pulse sequence protocol	A course of action intended to achieve a magnetic resonance pulse sequence.	2250						Protocol	
obi	magnetic resonance pulse sequence protocol	The NMR/MRI machine protocol about the radiofrequency pulse sequence.	2251						Protocol	
obi	magnetic resonance pulse sequence protocol	A protocol that specifies a sequence of magnetic resonance pulses to be applied to a sample during an NMR experiment.	2252						Protocol	
obi	magnetic resonance pulse sequence protocol	A protocol that specifies processes to fulfill a magnetic resonance pulse sequence objective.	2253						Protocol	
obi	magnetic resonance pulse sequence protocol	A protocol that specifies the parameters and settings for a magnetic resonance pulse sequence.	2254						Protocol	
obi	magnetic resonance pulse sequence protocol	A protocol that specifies the sequence of radio frequency pulses and time intervals to create a particular image in magnetic resonance imaging.	2255						Protocol	
obi	magnetic resonance pulse sequence protocol	A protocol that specifies the series of electromagnetic pulses and gradients applied during an MRI scan to create high-resolution images of internal body structures.	2256						Protocol	
obi	magnetic resonance pulse sequence protocol	A series of rules or instructions that stipulate the pattern and parameters of the magnetic field pulses used in MRI scanning. It is a subcategory of the protocol.	2257						Protocol	
obi	reconstructed magnetic resonance image data set	A data set consisting of reconstructed magnetic resonance image data, which is about a participant in a magnetic resonance imaging procedure.	2258						MagneticResonanceImageDataSet | ComputedImageDataSet	
obi	reconstructed magnetic resonance image data set	An image data set that is the direct output of a raw magnetic resonance image data set reconstruction or a transformation of another MR image data set.	2259						MagneticResonanceImageDataSet | ComputedImageDataSet	
obi	reconstructed magnetic resonance image data set	A data set that contains reconstructed magnetic resonance image data.	2260						MagneticResonanceImageDataSet | ComputedImageDataSet	
obi	reconstructed magnetic resonance image data set	A data set that is a reconstructed magnetic resonance image of an individual or object.	2261						MagneticResonanceImageDataSet | ComputedImageDataSet	
obi	reconstructed magnetic resonance image data set	A highly specific type of information set, taken from a participant who has undergone a magnetic resonance imaging (MRI), that has been digitally manipulated or processed to form a new set. It falls under the subclass of both digital image data sets and specifically, magnetic resonance image data sets.	2262						MagneticResonanceImageDataSet | ComputedImageDataSet	
obi	reconstructed magnetic resonance image data set	A magnetic resonance imaging data set that consists of images that have been reconstructed from raw image data.	2263						MagneticResonanceImageDataSet | ComputedImageDataSet	
obi	reconstructed magnetic resonance image data set	A set of reconstructed magnetic resonance image data about an object undergoing magnetic resonance imaging.	2264						MagneticResonanceImageDataSet | ComputedImageDataSet	
obi	reconstructed magnetic resonance image data set	A specific type of ComputedImageDataSet that is primarily associated with MagneticResonanceImagingParticipant. It is a subclass of MagneticResonanceImageDataSet and ComputedImageDataSet.	2265						MagneticResonanceImageDataSet | ComputedImageDataSet	
obi	raw magnetic resonance image data set	A data set that comes directly from the output of an MRI Assay, not subjected to any preprocessing, about a participant examined through MRI, and is a specific type of MRI data set.	2266						MagneticResonanceImageDataSet | RawImageDataSet	
obi	raw magnetic resonance image data set	An image data set that is the direct output of an magnetic resonance imaging assay and whose values encode spatial frequencies produced by the NMR or MRI instrument.	2267						MagneticResonanceImageDataSet | RawImageDataSet	
obi	raw magnetic resonance image data set	A data set that is the output of a magnetic resonance imaging assay and is about the participant on whom the assay was performed.	2268						MagneticResonanceImageDataSet | RawImageDataSet	
obi	raw magnetic resonance image data set	A raw data set of magnetic resonance images that is the specified output of a magnetic resonance imaging assay.	2269						MagneticResonanceImageDataSet | RawImageDataSet	
obi	raw magnetic resonance image data set	A raw image data set that is about a magnetic resonance imaging participant and is the specified output of a magnetic resonance imaging assay	2270						MagneticResonanceImageDataSet | RawImageDataSet	
obi	raw magnetic resonance image data set	A raw image dataset that is about a magnetic resonance imaging participant and is the specified output of a magnetic resonance imaging assay.	2271						MagneticResonanceImageDataSet | RawImageDataSet	
obi	raw magnetic resonance image data set	A raw magnetic resonance image data set is a data set that is the specified output of a magnetic resonance imaging assay and is about a magnetic resonance imaging participant. It is a subclass of both MagneticResonanceImageDataSet and RawImageDataSet.	2272						MagneticResonanceImageDataSet | RawImageDataSet	
obi	raw magnetic resonance image data set	A raw magnetic resonance image data set is a specific type of data set that falls under the broader category of RawImageDataSet. It is directly related to MagneticResonanceImagingParticipant, indicating that it contains information specifically related to participants who underwent magnetic resonance imaging (MRI). The raw magnetic resonance image data set is also considered as a specified output of a MagneticResonanceImagingAssay, suggesting that it is a result or outcome of the assay conducted for MRI. In terms of relationships, the raw magnetic resonance image data set is a subclass of both MagneticResonanceImageDataSet and RawImageDataSet. This implies that it shares certain characteristics and properties with these broader categories while having its specific attributes related to magnetic resonance imaging. Overall, the raw magnetic resonance image data set encompasses a collection of raw data obtained from MRI procedures, pertaining to individuals who participated in the imaging activity. It serves as a specified output of a magnetic resonance imaging assay, providing valuable insights and information regarding the imaging process and its participants. This data set is further classified as a subclass of both MagneticResonanceImageDataSet and RawImageDataSet, indicating its unique characteristics within these broader categories.	2273						MagneticResonanceImageDataSet | RawImageDataSet	
obi	image data set analysis	A data transformation process in which an image data set is analyzed to discover relevant information for decision making.	2274						DataTransformation	{'predicate': 'HasSpecifiedInput', 'target': 'ImageDataSet'}
obi	image data set analysis	The process of deriving a data item from an image data set using computer algorithms. The produced data item can be an image data set, data measurement, or any other data item.	2275						DataTransformation	{'predicate': 'HasSpecifiedInput', 'target': 'ImageDataSet'}
obi	image data set analysis	A data transformation that analyzes image data sets	2276						DataTransformation	{'predicate': 'HasSpecifiedInput', 'target': 'ImageDataSet'}
obi	image data set analysis	A data transformation that involves the analysis of an image data set.	2277						DataTransformation	{'predicate': 'HasSpecifiedInput', 'target': 'ImageDataSet'}
obi	image data set analysis	A data transformation that involves the processing of an image dataset to extract meaningful information.	2278						DataTransformation	{'predicate': 'HasSpecifiedInput', 'target': 'ImageDataSet'}
obi	image data set analysis	A data transformation that takes an image data set as input for analysis.	2279						DataTransformation	{'predicate': 'HasSpecifiedInput', 'target': 'ImageDataSet'}
obi	image data set analysis	A data transformation that takes an image data set as input.	2280						DataTransformation	{'predicate': 'HasSpecifiedInput', 'target': 'ImageDataSet'}
obi	image data set analysis	A specific type of data transformation process that involves exploring, interpreting, and extracting valuable insights, patterns, and meaningful information from a collection of images in an image data set.	2281						DataTransformation	{'predicate': 'HasSpecifiedInput', 'target': 'ImageDataSet'}
obi	Panbio Dengue Early ELISA kit	A kit used for the Panbio Dengue Early ELISA assay, which is an assay that detects the NS1 Dengue viral protein using a protein microarray.	2282						AssayKit	{'predicate': 'CapableOf', 'target': 'MicroarrayAssayMeasuringNS1'}
obi	Panbio Dengue Early ELISA kit	An assay kit that is manufactured by Abbott to detect the NS1 Dengue viral protein with a protein microarray and an anti-NS1 monoclonal antibody.	2283						AssayKit	{'predicate': 'CapableOf', 'target': 'MicroarrayAssayMeasuringNS1'}
obi	Panbio Dengue Early ELISA kit	A protein microarray, manufactured by Abbott, that uses an anti-NS1 monoclonal antibody to detect the NS1 Dengue viral protein. This kit can be used for an assay in the first day of symptom onset, due to the high levels of NS1 in blood at that time.	2284						AssayKit	{'predicate': 'CapableOf', 'target': 'MicroarrayAssayMeasuringNS1'}
obi	Panbio Dengue Early ELISA kit	A specialized assay kit that utilizes a microarray assay to measure the NS1 antigen, allowing for the early and accurate diagnosis of dengue fever.	2285						AssayKit	{'predicate': 'CapableOf', 'target': 'MicroarrayAssayMeasuringNS1'}
obi	Panbio Dengue Early ELISA kit	An assay kit specifically designed for early detection of dengue via measuring NS1, a glycoprotein secreted by dengue virus-infected cells.	2286						AssayKit	{'predicate': 'CapableOf', 'target': 'MicroarrayAssayMeasuringNS1'}
obi	Panbio Dengue Early ELISA kit	An assay kit that is capable of measuring the presence or absence of dengue early antigen (DEA) in human serum samples using enzyme linked immunosorbent assay (ELISA).	2287						AssayKit	{'predicate': 'CapableOf', 'target': 'MicroarrayAssayMeasuringNS1'}
obi	Panbio Dengue Early ELISA kit	An assay kit that is capable of microarray assay measuring NS1 using Panbio Dengue Early ELISA kit.	2288						AssayKit	{'predicate': 'CapableOf', 'target': 'MicroarrayAssayMeasuringNS1'}
obi	Panbio Dengue Early ELISA kit	An assay kit that is capable of performing a microarray assay to measure NS1 antigen.	2289						AssayKit	{'predicate': 'CapableOf', 'target': 'MicroarrayAssayMeasuringNS1'}
obi	functional assessment of individual	A functional assessment of an organism, typically involving observation and testing of physical abilities.	2290						PhysicalExaminationOfAnOrganism	
obi	functional assessment of individual	A physical examination of an individual's ability to perform functional activities.	2291						PhysicalExaminationOfAnOrganism	
obi	functional assessment of individual	A physical examination of an individual organism that assesses its functionality.	2292						PhysicalExaminationOfAnOrganism	
obi	functional assessment of individual	A physical examination of an individual to assess their functional abilities and limitations.	2293						PhysicalExaminationOfAnOrganism	
obi	functional assessment of individual	A specific type of physical examination that involves studying and evaluating the existing relationships and interactions within an organism from a functional perspective. This assessment aids in identifying the organism's overall health and well-being and in diagnosing any potential issues.	2294						PhysicalExaminationOfAnOrganism	
obi	functional assessment of individual	An examination process that evaluates the functional capabilities or limitations of an individual organism.	2295						PhysicalExaminationOfAnOrganism	
obi	functional assessment of individual	The assessment of the physical functioning and abilities of an individual.	2296						PhysicalExaminationOfAnOrganism	
obi	functional assessment of individual	The functional assessment of individual relationships refers to a specific type of assessment that falls under the category of Physical Examination Of An Organism. This assessment involves the evaluation and analysis of the functional capabilities and dynamics of relationships between individuals.  In this context, relationships can pertain to various domains such as family, friends, romantic partners, colleagues, or any other significant connections between individuals. The assessment aims to understand how these relationships function in terms of communication, support, cooperation, and overall well-being.  The functional assessment of individual relationships typically involves examining both quantitative and qualitative aspects. This includes assessing the frequency and quality of interactions, the level of emotional and psychological support provided, the ability to resolve conflicts, and the overall satisfaction and happiness within the relationship.  Professionals who specialize in conducting functional assessments of individual relationships may use different methods and techniques to gather relevant information. These can include interviews, questionnaires, observations, psychological tests, and analyzing any available documentation or records.  The assessment process usually begins with establishing a clear understanding of the individuals involved and their specific roles within the relationship. The assessor may examine the internal dynamics within the relationship, identifying any potential strengths, weaknesses, or areas for improvement.  During the assessment, the assessor may also consider external factors that can influence the functionality of the relationship. This can include cultural, societal, or environmental factors that may impact communication patterns, expectations, and norms within the relationship.  Once the assessment is complete, the assessor can provide valuable insights and recommendations for enhancing the functional aspects of the relationship. This can involve suggesting strategies for improving communication skills, conflict resolution techniques, or identifying areas where additional support or resources may be needed.  The functional assessment of individual relationships is valuable in a variety of settings. It can be particularly helpful in therapeutic settings, such as couples counseling or family therapy, where identifying and addressing relationship dynamics is essential for positive outcomes.  Overall, the functional assessment of individual relationships offers a comprehensive evaluation of the functioning and dynamics within relationships. By examining various aspects of the relationship, professionals can provide guidance and support to help individuals enhance their interpersonal connections and overall well-being.	2297						PhysicalExaminationOfAnOrganism	
obi	forced cough assessment	A detailed analysis tool used to evaluate a person's ability to cough forcefully. It is used in physical therapy, respiratory therapy, and occasionally in nursing and medicine to diagnose or monitor certain respiratory health conditions. The procedure involves making an individual cough as hard as they can after taking a deep breath, with the characteristics of the cough being observed and analysed. It forms an important part of a comprehensive functional assessment of an individual where the respiratory system and related muscles' condition needs key attention.	2298						FunctionalAssessmentOfIndividual	
obi	forced cough assessment	A functional assessment of an individual's ability to cough forcefully.	2299						FunctionalAssessmentOfIndividual	
obi	forced cough assessment	A functional assessment of an individual that involves having the individual perform a forced cough.	2300						FunctionalAssessmentOfIndividual	
obi	forced cough assessment	A functional assessment of an individual that involves the evaluation of an induced or stimulated cough.	2301						FunctionalAssessmentOfIndividual	
obi	forced cough assessment	A type of functional assessment that focuses on evaluating an individual's ability to produce a forceful and effective cough.	2302						FunctionalAssessmentOfIndividual	
obi	forced cough assessment	An assessment of an individual's forced cough ability.	2303						FunctionalAssessmentOfIndividual	
obi	forced cough assessment	An assessment that measures the force and sound of a person's cough.	2304						FunctionalAssessmentOfIndividual	
obi	forced cough assessment	Assessment of an individual's cough that is performed under controlled conditions and with specific instructions to elicit a forced or voluntary cough	2305						FunctionalAssessmentOfIndividual	
obi	speech test assessment	A specialized evaluation procedure that measures a person's ability to produce sounds, language, and speech effectively. It is a form of functional assessment that analyzes and understands an individual's verbal communication skills and capabilities and is interpreted by a qualified speech-language pathologist or a related professional for suitable treatment plan development	2306						FunctionalAssessmentOfIndividual	
obi	speech test assessment	A functional assessment of an individual's ability to understandably repeat spoken sentences.	2307						FunctionalAssessmentOfIndividual	
obi	speech test assessment	A specialized evaluation tool within the broader field of Functional Assessment of Individual. It is used to assess an individual's speech abilities and gather information about their articulation, phonetics, phonology, fluency, voice quality, and overall communication skills. The results of these assessments are crucial in guiding treatment planning and intervention strategies for individuals with speech and language disorders.	2308						FunctionalAssessmentOfIndividual	
obi	speech test assessment	An assessment of an individual's speech capabilities and functions.	2309						FunctionalAssessmentOfIndividual	
obi	speech test assessment	An assessment that aims to measure an individual's speech ability or speech-related functions.	2310						FunctionalAssessmentOfIndividual	
obi	speech test assessment	An assessment that evaluates an individual's ability to speak or produce speech sounds.	2311						FunctionalAssessmentOfIndividual	
obi	speech test assessment	An assessment that evaluates an individual's speech abilities or performance.	2312						FunctionalAssessmentOfIndividual	
obi	speech test assessment	An evaluation of an individual's ability to produce spoken language, typically performed by a speech and language therapist or audiologist.	2313						FunctionalAssessmentOfIndividual	
obi	rapid alternating hands assessment	A functional assessment that evaluates an individual's ability to perform rapid alternating movements with their hands. It helps identify any limitations or abnormalities in hand coordination, providing valuable information for diagnosis, treatment planning, and rehabilitation of individuals with hand-related conditions or injuries.	2314						FunctionalAssessmentOfIndividual	
obi	rapid alternating hands assessment	A functional assessment of an individual's ability to alternate the forearm between pronation and suppination as quickly as possible during a specified duration of time	2315						FunctionalAssessmentOfIndividual	
obi	rapid alternating hands assessment	An assessment of a person's ability to rapidly alternate movements between their hands.	2316						FunctionalAssessmentOfIndividual	
obi	rapid alternating hands assessment	An assessment of an individual's ability to rapidly alternate their hands.	2317						FunctionalAssessmentOfIndividual	
obi	rapid alternating hands assessment	An assessment that measures an individual's ability to rapidly alternate between using their right and left hand.	2318						FunctionalAssessmentOfIndividual	
obi	rapid alternating hands assessment	An assessment where a person rapidly alternates movements between their hands to evaluate motor coordination and dexterity.	2319						FunctionalAssessmentOfIndividual	
obi	rapid alternating hands assessment	An evaluation method that measures an individual's ability to quickly and smoothly execute movements that require the alternate use of both hands. It is often used in neurology to assess motor function related to various neurological conditions.	2320						FunctionalAssessmentOfIndividual	
obi	rapid alternating hands assessment	An functional assessment in which an individual alternates hand movements quickly for evaluation of their athletic ability or physical condition.	2321						FunctionalAssessmentOfIndividual	
obi	finger taps assessment	A specialized form of functional assessment of an individual, evaluating the performance and functional ability of a person's fingers, particularly for tasks that require manual dexterity, fine-motor skills and precision. Used to identify any motor impairments or conditions that may affect the ability to execute tasks which require finger coordination and strength.	2322						FunctionalAssessmentOfIndividual	
obi	finger taps assessment	A functional assessment of an individual's ability to touch their finger-tip to thumb as many times as possible during a specified duration of time.	2323						FunctionalAssessmentOfIndividual	
obi	finger taps assessment	An assessment of an individual's finger tapping ability.	2324						FunctionalAssessmentOfIndividual	
obi	finger taps assessment	An assessment of an individual's functional ability based on the number of finger taps they can do in a specific time period.	2325						FunctionalAssessmentOfIndividual	
obi	finger taps assessment	An assessment that measures an individual's capability to perform finger taps.	2326						FunctionalAssessmentOfIndividual	
obi	finger taps assessment	An assessment that measures the ability of an individual to tap their fingers rapidly.	2327						FunctionalAssessmentOfIndividual	
obi	finger taps assessment	An assessment used to evaluate the speed, dexterity, and coordination of finger movements in an individual's motor skills.	2328						FunctionalAssessmentOfIndividual	
obi	finger taps assessment	An assessment where a person is asked to tap their fingers in response to a stimulus.	2329						FunctionalAssessmentOfIndividual	
obi	heel along shin assessment	A form of neurologic examination designed to evaluate coordination of the lower limbs, especially focused on the heel and shin. Often used in diagnosing neurological disorders like multiple sclerosis or cerebellar ataxia.	2330						FunctionalAssessmentOfIndividual	
obi	heel along shin assessment	A functional assessment of an individual's ability to slide their heel back and forth along their contralateral tibia from the patella to the ankle with the contralateral leg extended.	2331						FunctionalAssessmentOfIndividual	
obi	heel along shin assessment	A functional assessment of an individual that involves evaluating their ability to bring their heel up and down along the shin.	2332						FunctionalAssessmentOfIndividual	
obi	heel along shin assessment	A functional assessment of an individual's ability to perform a specific movement involving the coordination and balance of the lower extremities. It is a test commonly used in medical and rehabilitation settings to evaluate the function and integrity of the lower limb muscles and nervous system.	2333						FunctionalAssessmentOfIndividual	
obi	heel along shin assessment	An assessment of an individual's ability to touch their heel along their shin, used as a measure of balance and coordination.	2334						FunctionalAssessmentOfIndividual	
obi	heel along shin assessment	An assessment of the functionality of an individual's heel along the shin.	2335						FunctionalAssessmentOfIndividual	
obi	heel along shin assessment	An assessment of the individual's ability to place their heel along the shin.	2336						FunctionalAssessmentOfIndividual	
obi	heel along shin assessment	An evaluation of the functionality of an individual's heel and shin during walking or running.	2337						FunctionalAssessmentOfIndividual	
obi	muscle weakness assessment	A functional assessment of an individual that measures the individual's muscle weakness.	2338						FunctionalAssessmentOfIndividual	
obi	muscle weakness assessment	A functional assessment of an individual's ability to perform muscle movement to overcome gravity or physical resistence.	2339						FunctionalAssessmentOfIndividual	
obi	muscle weakness assessment	A process aimed towards evaluating the strength or weakness of a person's muscles. It could include physical examinations by a healthcare provider, strength testing procedures, or specific medical tests that gauge muscle power. Used to identify underlying physical conditions or illnesses, monitor the progress of a rehabilitation or physical therapy regime, or ascertain the overall state of a person's muscular health.	2340						FunctionalAssessmentOfIndividual	
obi	muscle weakness assessment	A type of functional assessment of an individual's physical capability and strength, specifically focusing on muscle weakness.	2341						FunctionalAssessmentOfIndividual	
obi	muscle weakness assessment	An assessment of individual which includes the evaluation of muscle strength to identify muscle weakness.	2342						FunctionalAssessmentOfIndividual	
obi	muscle weakness assessment	An assessment of the strength and functionality of muscles in an individual.	2343						FunctionalAssessmentOfIndividual	
obi	muscle weakness assessment	An assessment of the strength or power of a muscle.	2344						FunctionalAssessmentOfIndividual	
obi	muscle weakness assessment	An assessment where a person makes a statement that indicates what degree of muscle weakness he has.	2345						FunctionalAssessmentOfIndividual	
obi	position sense assessment	A comprehensive evaluation that focuses specifically on gauging an individual's ability to recognize the orientation of one's body parts without the aid of vision. Part of Functional Assessment of Individual.	2346						FunctionalAssessmentOfIndividual	
obi	position sense assessment	A functional assessment of an individual's ability to sense the position of a finger or toe that has been manipulated by minimal random movements.	2347						FunctionalAssessmentOfIndividual	
obi	position sense assessment	A functional assessment of individual that is a physical examination quality measurement of an individual's ability to perceive the position and movement of body segments.	2348						FunctionalAssessmentOfIndividual	
obi	position sense assessment	A functional assessment that is realized when an individual's ability to perceive and recognize spatial relationships is evaluated.	2349						FunctionalAssessmentOfIndividual	
obi	position sense assessment	An assessment that evaluates an individual's ability to perceive and understand their body position and movement in space, also known as proprioception.	2350						FunctionalAssessmentOfIndividual	
obi	position sense assessment	The assessment of an individual's ability to perceive and interpret the spatial location of their body and limbs in relation to the surrounding environment.	2351						FunctionalAssessmentOfIndividual	
obi	position sense assessment	The assessment of an individual's ability to perceive and interpret their own position in space.	2352						FunctionalAssessmentOfIndividual	
obi	position sense assessment	The assessment of an individual's ability to perceive the position of their body parts.	2353						FunctionalAssessmentOfIndividual	
obi	sitting posture assessment	A specific type of assessment that focuses on evaluating the positioning and alignment of an individual's body while sitting.	2354						LimitsOfStabilityAssessment	
obi	sitting posture assessment	A limits of stability assessment designed to assess an individual's ability to maintain unsupported posture while sitting over a given time period.	2355						LimitsOfStabilityAssessment	
obi	sitting posture assessment	A type of Limits Of Stability Assessment in which an individual's sitting posture is analyzed to understand their balance, stability, and alignment. It aids in identifying posture deviations, planning treatment, and boosting overall health and functionality.	2356						LimitsOfStabilityAssessment	
obi	sitting posture assessment	An assessment that determines the limits of stability for a person in a seated position.	2357						LimitsOfStabilityAssessment	
obi	sitting posture assessment	An assessment that evaluates a person's ability to maintain a sitting posture.	2358						LimitsOfStabilityAssessment	
obi	sitting posture assessment	An assessment that evaluates an individual's ability to maintain balance while sitting and making movements within their base of support.	2359						LimitsOfStabilityAssessment	
obi	sitting posture assessment	An assessment that evaluates the ability of an individual to maintain balance and control in a seated position by measuring parameters such as weight distribution, stability, and postural sway.	2360						LimitsOfStabilityAssessment	
obi	sitting posture assessment	An assessment that involves analysis of a person's sitting posture, examining variables such as alignment, balance, and stability.	2361						LimitsOfStabilityAssessment	
obi	stance feet apart assessment	A limits of stability assessment that involves evaluating the behavior of a system when its stance is feet apart.	2362						LimitsOfStabilityAssessment	
obi	stance feet apart assessment	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet 20 cm apart.	2363						LimitsOfStabilityAssessment	
obi	stance feet apart assessment	A type of evaluation that assesses the stability and balance of an individual when their feet are positioned apart. Being a subcategory of the Limits of Stability Assessment, this test examines the person's ability to maintain this position considering factors like muscle strength, coordination, and the ability to react and adjust balance.	2364						LimitsOfStabilityAssessment	
obi	stance feet apart assessment	An assessment of limits of stability where a subject's feet are apart.	2365						LimitsOfStabilityAssessment	
obi	stance feet apart assessment	An assessment that evaluates an individual's ability to maintain balance and stability while standing with their feet positioned apart.	2366						LimitsOfStabilityAssessment	
obi	stance feet apart assessment	An assessment that measures the ability of an entity to take a stance with feet positioned apart.	2367						LimitsOfStabilityAssessment	
obi	stance feet apart assessment	An assessment that measures the limits of stability of a person's stance with their feet apart.	2368						LimitsOfStabilityAssessment	
obi	stance feet apart assessment	An assessment where the patient's stance is feet apart.	2369						LimitsOfStabilityAssessment	
obi	stance feet together assessment	A limits of stability assessment in which the individual's feet are placed together.	2370						LimitsOfStabilityAssessment	
obi	stance feet together assessment	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet together.	2371						LimitsOfStabilityAssessment	
obi	stance feet together assessment	A limits of stability assessment performed with feet together.	2372						LimitsOfStabilityAssessment	
obi	stance feet together assessment	A limits of stability assessment that specifically relates to the position of a bearer's feet.	2373						LimitsOfStabilityAssessment	
obi	stance feet together assessment	A specialized type of Limits of Stability Assessment that observes, measures, and evaluates an individual's postural stability when they are standing with their feet together.	2374						LimitsOfStabilityAssessment	
obi	stance feet together assessment	An assessment that determines the limits of stability while standing in a stance with feet together.	2375						LimitsOfStabilityAssessment	
obi	stance feet together assessment	An assessment that evaluates an individual's ability to maintain balance and stability while standing with their feet together in a stationary position.	2376						LimitsOfStabilityAssessment	
obi	stance feet together assessment	An assessment that measures the limits of stability by evaluating the stance of an entity with the feet together.	2377						LimitsOfStabilityAssessment	
obi	stance feet together assessment, with eyes closed	A limits of stability assessment where the evaluated person is requested to stand with feet together and eyes closed.	2378						LimitsOfStabilityAssessment	
obi	stance feet together assessment, with eyes closed	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet together and eyes closed.	2379						LimitsOfStabilityAssessment	
obi	stance feet together assessment, with eyes closed	A limits of stability assessment which assesses how well a person can maintain the center of gravity within the base of support while the feet are together and eyes are closed.	2380						LimitsOfStabilityAssessment	
obi	stance feet together assessment, with eyes closed	A specific evaluation under the 'Limits of Stability Assessment' that primarily measures a person's ability to maintain balance with their feet together and eyes closed. It aids in the diagnosis of balance disorders, monitors disease progression, and designs appropriate rehabilitation programs.	2381						LimitsOfStabilityAssessment	
obi	stance feet together assessment, with eyes closed	A specific type of assessment that falls under the broader category of Limits of Stability Assessment. It is used to evaluate a person's proprioceptive abilities and balance control by eliminating visual input and observing their ability to maintain a stable posture.	2382						LimitsOfStabilityAssessment	
obi	stance feet together assessment, with eyes closed	An assessment in which the subject stands with their feet together and their eyes closed to measure their limits of stability.	2383						LimitsOfStabilityAssessment	
obi	stance feet together assessment, with eyes closed	An assessment of an entity's limits of stability while standing in a stance with feet together and eyes closed.	2384						LimitsOfStabilityAssessment	
obi	stance feet together assessment, with eyes closed	An limits of stability assessment in which the entity's feet are together and their eyes are closed.	2385						LimitsOfStabilityAssessment	
obi	tandem stance assessment	A limits of stability assessment that focuses on the behavior of a bearer in response to multiple stimuli, with the goal of determining whether or not the bearer can maintain balance while performing complex movements.	2386						LimitsOfStabilityAssessment	
obi	tandem stance assessment	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance with feet in tandem placement.	2387						LimitsOfStabilityAssessment	
obi	tandem stance assessment	A specialized form of evaluation designed to gauge the stability and balance of an individual, specifically when one foot is directly in front of the other in a straight line. It is a sub-class of Limits of Stability Assessments and is used to identify problems related to reducing mobility, the risk of falls, and instability in various populations.	2388						LimitsOfStabilityAssessment	
obi	tandem stance assessment	A specific type of balance assessment that evaluates an individual's ability to maintain a stable standing position in a narrow stance, providing valuable information about balance abilities and potential deficits.	2389						LimitsOfStabilityAssessment	
obi	tandem stance assessment	A type of limits of stability assessment wherein an individual stands with one foot directly in front of the other.	2390						LimitsOfStabilityAssessment	
obi	tandem stance assessment	An assessment of a patient's balance and stability by observing their ability to maintain a specific position with both feet aligned in a straight line, one in front of the other.	2391						LimitsOfStabilityAssessment	
obi	tandem stance assessment	An assessment that measures a person's ability to maintain balance while standing in tandem stance, which involves standing with one foot directly in front of the other, heel to toe.	2392						LimitsOfStabilityAssessment	
obi	tandem stance assessment	An assessment that measures an individual's ability to maintain balance in a standing position while the feet are placed heel-to-toe in a tandem arrangement.	2393						LimitsOfStabilityAssessment	
obi	stance on one foot assessment	A health-related assessment meant to determine the balance limits and stability of an individual by having them stand on one foot. This is used measure the strength, agility, flexibility, and proprioception - the sense of body awareness - of the individual and help identify potential susceptibilities to injuries. It is particularly beneficial in physiotherapy and sports science.	2394						LimitsOfStabilityAssessment	
obi	stance on one foot assessment	A limits of stability assessment designed to assess an individual's ability to maintain a stable stance on one foot.	2395						LimitsOfStabilityAssessment	
obi	stance on one foot assessment	A kind of limit of stability assessment in which the entity being evaluated must maintain a position while standing on one foot.	2396						LimitsOfStabilityAssessment	
obi	stance on one foot assessment	A limits of stability assessment that evaluates balance by the ability to stand on one foot.	2397						LimitsOfStabilityAssessment	
obi	stance on one foot assessment	A specific type of physical assessment that falls under the broader category of Limits of Stability (LOS) assessments. It focuses on assessing an individual's balance and stability when standing on one foot.	2398						LimitsOfStabilityAssessment	
obi	stance on one foot assessment	An assessment of an entity's ability to maintain balance and stability while standing on one foot.	2399						LimitsOfStabilityAssessment	
obi	stance on one foot assessment	An assessment that determines the limits of stability for a single foot position.	2400						LimitsOfStabilityAssessment	
obi	stance on one foot assessment	An assessment that measures the ability to maintain balance and stability while standing on one foot.	2401						LimitsOfStabilityAssessment	
obi	tandem walk assessment	A limits of stability assessment that uses a tandem walk as the functional task being evaluated.	2402						LimitsOfStabilityAssessment	
obi	tandem walk assessment	A limits of stability assessment designed to assess an individual's ability to maintain balance while walking in a straight line placing steps in tandem.	2403						LimitsOfStabilityAssessment	
obi	tandem walk assessment	A specific type of assessment that focuses on evaluating a person's ability to maintain balance and coordination while walking in a tandem or heel-to-toe fashion.	2404						LimitsOfStabilityAssessment	
obi	tandem walk assessment	A specific type of physical evaluation primarily used in neurology, geriatrics, and sports medicine to assess an individual's overall balance, coordination, and the ability to maintain postural stability. It involves an individual walking while placing one foot directly in front of the other, and is particularly useful in diagnosing and monitoring conditions that affect motor control and balance.	2405						LimitsOfStabilityAssessment	
