	model_name	embedding_model_name	generate_background	task_started	task_finished	executed_on	agent	extractor	method	source_db_path	target_db_path	source_collection	num_training	num_testing	num_validation	stratified_collection	fields_to_mask	fields_to_predict	report_path	working_directory	results	ontology	preds	tp	fp	fn	other	tp_list	fp_list	fn_list	new_terms	rows	masked_id	feature_label	feature_definition	feature_aliases	expected_relationships	feature_logical_definition	masked_original_id	predicted_relationships	metric_precision	metric_recall	metric_f1_score	metric_accuracy	metric_specificity	metric_true_positives	metric_true_negatives	metric_false_positives	metric_false_negatives	additional_collections	id	label	definition	aliases	relationships	logical_definition	original_id
10	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	0	0	2.0	[]	[]	[]	[('subClassOf', 'GeneSilencingByRNADirectedDNAMethylation'), ('subClassOf', 'RetrotransposonSilencingByHeterochromatinFormation')]	['RetroposonSilencing', 'DNAMethylationDependentHeterochromatinFormation']	[]	RetrotransposonSilencingByRNADirectedDNAMethylation	retrotransposon silencing by RNA-directed DNA methylation	A retrotransposon silencing mechanism mediated by RNA-directed DNA methylation. RNA-directed DNA methylation is a gene silencing process in which small interfering RNAs (siRNAs) guide DNA methylation to the siRNA-generating genomic loci and other loci that are homologous to the siRNAs for de novo DNA methylation. This results in a heterochromatin assembly, a chromatin conformation that is refractory to transcription.		[{'predicate': 'subClassOf', 'target': 'GeneSilencingByRNADirectedDNAMethylation'}, {'predicate': 'subClassOf', 'target': 'RetrotransposonSilencingByHeterochromatinFormation'}]		GO:0141010	[{'predicate': 'subClassOf', 'target': 'DNAMethylationDependentHeterochromatinFormation'}, {'predicate': 'subClassOf', 'target': 'RetroposonSilencing'}, {'predicate': 'NegativelyRegulates', 'target': 'Retrotransposition'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	2								
11	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'DisruptionOfExtracellularMatrixOfAnotherOrganism')]	['DisruptionBySymbiontOfHostExtracellularStructure']	[]	DisruptionOfHostExtracellularMatrix	disruption of host extracellular matrix	The chemical reactions and pathways performed by an symbiont resulting in the breakdown of the extracellular matrix of its host.		[{'predicate': 'subClassOf', 'target': 'DisruptionOfExtracellularMatrixOfAnotherOrganism'}]		GO:0141066	[{'predicate': 'subClassOf', 'target': 'DisruptionBySymbiontOfHostExtracellularStructure'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
12	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	0	0	2.5	[('subClassOf', 'OxidoreductaseActivity', 'PredictedMoreGeneralThan', 'DisulfideOxidoreductaseActivity')]	[]	[]	[('subClassOf', 'OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor'), ('subClassOf', 'CatalyticActivity_actingOnAProtein')]	[]	[{'term_id': 'GO:0141049', 'term_label': 'protein-glutathione oxidoreductase (glutathione) activity', 'pred': 'subClassOf', 'expected_tgt': 'DisulfideOxidoreductaseActivity', 'outcome': 'tp[more_general]'}]	ProteinGlutathioneOxidoreductase_glutathione_activity	protein-glutathione oxidoreductase (glutathione) activity	Catalysis of the reaction: glutathionylated protein (PSSG) + glutathione (GSH) = protein-thiol (PSH) + glutathione disulfide (GSSG). The reaction may proceed via a 'monothiol' or 'dithiol' mechanism.		[{'predicate': 'subClassOf', 'target': 'DisulfideOxidoreductaseActivity'}, {'predicate': 'subClassOf', 'target': 'OxidoreductaseActivity_actingOnASulfurGroupOfDonors_disulfideAsAcceptor'}, {'predicate': 'subClassOf', 'target': 'CatalyticActivity_actingOnAProtein'}]		GO:0141049	[{'predicate': 'HasParticipant', 'target': 'glutathionylated protein (PSSG)'}, {'predicate': 'HasParticipant', 'target': 'glutathione (GSH)'}, {'predicate': 'HasProduct', 'target': 'protein-thiol (PSH)'}, {'predicate': 'HasProduct', 'target': 'glutathione disulfide (GSSG)'}, {'predicate': 'subClassOf', 'target': 'OxidoreductaseActivity'}]	0.0	0.0	0.0	0.0	0.0	0	0	5	3								
13	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	1	0	1.0	[]	[('subClassOf', 'PerturbationOfHostSignalTransductionPathway')]	[]	[('subClassOf', 'SymbiontMediatedActivationOfHostSignalTransductionPathway')]	['ModulationBySymbiontOfHostInflammasomeSignalTransduction']	[]	SymbiontMediatedActivationOfHostInflammasomeMediatedSignalTransduction	symbiont-mediated activation of host inflammasome-mediated signal transduction	A process in which a symbiont subverts an inflammasome-mediated signal transduction pathway in the host organism by initiating, promoting, or enhancing its activation. The host is defined as the larger of the organisms involved in a symbiotic interaction.		[{'predicate': 'subClassOf', 'target': 'SymbiontMediatedActivationOfHostSignalTransductionPathway'}]		GO:0141079	[{'predicate': 'subClassOf', 'target': 'PerturbationOfHostSignalTransductionPathway'}, {'predicate': 'subClassOf', 'target': 'ModulationBySymbiontOfHostInflammasomeSignalTransduction'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	1								
14	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	0	1	0.5	[('subClassOf', 'EpigeneticRegulationOfGeneExpression', 'PredictedMoreGeneralThan', 'GenomicImprinting')]	[]	[('subClassOf', 'CellularProcessInvolvedInReproductionInMulticellularOrganism')]	[]	[]	[{'term_id': 'GO:0141068', 'term_label': 'autosome genomic imprinting', 'pred': 'subClassOf', 'expected_tgt': 'GenomicImprinting', 'outcome': 'tp[more_general]'}, {'term_id': 'GO:0141068', 'term_label': 'autosome genomic imprinting', 'pred': 'subClassOf', 'predicted_tgt': 'CellularProcessInvolvedInReproductionInMulticellularOrganism', 'outcome': 'fp'}]	AutosomeGenomicImprinting	autosome genomic imprinting	The establishment of epigenetic modifications (imprints) in autosomal (non-sexual) chromosomes during gametogenesis, and propagation of these imprints during the organism's life. Genomic imprinting leads to an asymmetry between the maternal and paternal alleles and differential expression of the corresponding alleles. This can happen through heterochromatin formation or differential chromatin loop formation.		[{'predicate': 'subClassOf', 'target': 'GenomicImprinting'}]		GO:0141068	[{'predicate': 'PartOf', 'target': 'GermCellDevelopment'}, {'predicate': 'subClassOf', 'target': 'CellularProcessInvolvedInReproductionInMulticellularOrganism'}, {'predicate': 'subClassOf', 'target': 'EpigeneticRegulationOfGeneExpression'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	1								
15	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	0	0	0.0	[('subClassOf', 'GO:0031386', 'PredictedMoreSpecificThan', 'MolecularTagActivity')]	[]	[]	[]	[]	[]	MembraneTagActivity	membrane tag activity	A molecular function exhibited by a protein that is covalently attached (AKA tagged or conjugated) to a lipid, where it acts as a marker for a membrane, recognized by the cellular apparatus to target the tagged protein for some cellular process such as autophagy.		[{'predicate': 'subClassOf', 'target': 'MolecularTagActivity'}]		GO:0141048	[{'predicate': 'subClassOf', 'target': 'ProteinTagActivity'}]	0.0	0.0	0.0	0.0	0.0	0	0	1	1								
16	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	1	0	1.0	[]	[('subClassOf', 'CatalyticActivity')]	[]	[('subClassOf', 'CatalyticActivity_actingOnAProtein')]	['ProteinModifyingActivity']	[]	HistoneModifyingActivity	histone modifying activity	A catalytic activity that acts on a histone protein. Reversible histone modifications contribute to regulation of gene expression.		[{'predicate': 'PartOf', 'target': 'ChromatinRemodeling'}, {'predicate': 'subClassOf', 'target': 'CatalyticActivity_actingOnAProtein'}]		GO:0140993	[{'predicate': 'subClassOf', 'target': 'ProteinModifyingActivity'}, {'predicate': 'subClassOf', 'target': 'CatalyticActivity'}]	0.0	0.0	0.0	0.0	0.0	0	0	2	2								
17	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	0	0	0.5	[('subClassOf', 'CellularHomeostasis', 'PredictedMoreGeneralThan', 'IntracellularChemicalHomeostasis')]	[]	[]	[]	[]	[{'term_id': 'GO:0140980', 'term_label': 'intracellular nucleoside homeostasis', 'pred': 'subClassOf', 'expected_tgt': 'IntracellularChemicalHomeostasis', 'outcome': 'tp[more_general]'}]	IntracellularNucleosideHomeostasis	intracellular nucleoside homeostasis	A homeostatic process involved in the maintenance of a steady state level of nucleosides within a cell.		[{'predicate': 'RegulatesLevelsOf', 'target': 'Nucleoside'}, {'predicate': 'subClassOf', 'target': 'IntracellularChemicalHomeostasis'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CellularHomeostasis'}, {'predicate': 'RegulatesLevelsOf', 'target': 'Nucleoside'}]	GO:0140980	[{'predicate': 'RegulatesLevelsOf', 'target': 'Nucleoside'}, {'predicate': 'subClassOf', 'target': 'CellularHomeostasis'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1								
18	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	1	0	0.0	[]	[('subClassOf', 'HistoneH4UbiquitinLigaseActivity')]	[]	[]	[]	[{'term_id': 'GO:0141000', 'term_label': 'histone H4K91 ubiquitin ligase activity', 'pred': 'subClassOf', 'expected_tgt': 'HistoneH4UbiquitinLigaseActivity', 'outcome': 'true_positive'}]	HistoneH4K91UbiquitinLigaseActivity	histone H4K91 ubiquitin ligase activity	Catalysis of the transfer of a ubiquitin molecule to histone 4 at the lysine-91 residue.		[{'predicate': 'subClassOf', 'target': 'HistoneH4UbiquitinLigaseActivity'}]		GO:0141000	[{'predicate': 'subClassOf', 'target': 'HistoneH4UbiquitinLigaseActivity'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
19	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	1	0	0.0	[]	[('subClassOf', 'EndoplasmicReticulumOrganelleMembraneTetherActivity')]	[]	[]	['EndoplasmicReticulumOrganelleMembraneTetherActivity']	[{'term_id': 'GO:0170016', 'term_label': 'endoplasmic reticulum-endosome tether activity', 'pred': 'subClassOf', 'expected_tgt': 'EndoplasmicReticulumOrganelleMembraneTetherActivity', 'outcome': 'true_positive'}]	EndoplasmicReticulumEndosomeTetherActivity	endoplasmic reticulum-endosome tether activity	The binding activity of a molecule that brings together an endosome and an ER membrane either via membrane lipid binding or by interacting with an endosome protein, to establish and facilitate organelle exchange.		[{'predicate': 'subClassOf', 'target': 'EndoplasmicReticulumOrganelleMembraneTetherActivity'}]		GO:0170016	[{'predicate': 'subClassOf', 'target': 'EndoplasmicReticulumOrganelleMembraneTetherActivity'}]	1.0	1.0	1.0	1.0	0.0	1	0	0	0								
20	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	1	0	0.0	[]	[('subClassOf', 'ProteinContainingComplex')]	[]	[]	['ProteinContainingComplex']	[{'term_id': 'GO:0120343', 'term_label': 'radial spoke neck', 'pred': 'subClassOf', 'expected_tgt': 'ProteinContainingComplex', 'outcome': 'true_positive'}]	RadialSpokeNeck	radial spoke neck	The radial spoke neck is a complex that connects the spoke stalk to the head.		[{'predicate': 'PartOf', 'target': 'RadialSpoke'}, {'predicate': 'subClassOf', 'target': 'ProteinContainingComplex'}]		GO:0120343	[{'predicate': 'PartOf', 'target': 'RadialSpoke'}, {'predicate': 'subClassOf', 'target': 'ProteinContainingComplex'}]	1.0	1.0	1.0	1.0	0.0	2	0	0	0								
21	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	0	0	1.0	[]	[]	[]	[('subClassOf', 'ProteinContainingComplex')]	['Inflammasome complex']	[]	NonCanonicalInflammasomeComplex	non-canonical inflammasome complex	An inflammasome complex containing CASP4, known as caspase-11 (Casp11) in mouse, which assembles upon cytosolic lipopolysaccharide-binding and directly activates Gasdermin-D (GSDMD).		[{'predicate': 'PartOf', 'target': 'Cytosol'}, {'predicate': 'CapableOfPartOf', 'target': 'PositiveRegulationOfInflammatoryResponse'}, {'predicate': 'subClassOf', 'target': 'ProteinContainingComplex'}]		GO:0160074	[{'predicate': 'subClassOf', 'target': 'Inflammasome complex'}, {'predicate': 'Contains', 'target': 'CASP4 or caspase-11'}, {'predicate': 'CapableOfPartOf', 'target': 'Activation of Gasdermin-D'}]	0.0	0.0	0.0	0.0	0.0	0	0	3	3								
22	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	0	0	0.5	[('subClassOf', 'CellularHomeostasis', 'PredictedMoreGeneralThan', 'IntracellularChemicalHomeostasis')]	[]	[]	[]	[]	[{'term_id': 'GO:0141067', 'term_label': 'intracellular nitrogen homeostasis', 'pred': 'subClassOf', 'expected_tgt': 'IntracellularChemicalHomeostasis', 'outcome': 'tp[more_general]'}]	IntracellularNitrogenHomeostasis	intracellular nitrogen homeostasis	A homeostatic process involved in the maintenance of a steady state level of nitrogen within a cell.		[{'predicate': 'RegulatesLevelsOf', 'target': 'NitrogenAtom'}, {'predicate': 'subClassOf', 'target': 'IntracellularChemicalHomeostasis'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'CellularHomeostasis'}, {'predicate': 'RegulatesLevelsOf', 'target': 'NitrogenAtom'}]	GO:0141067	[{'predicate': 'RegulatesLevelsOf', 'target': 'NitrogenAtom'}, {'predicate': 'subClassOf', 'target': 'CellularHomeostasis'}]	0.5	0.5	0.5	0.3333333333333333	0.0	1	0	1	1								
23	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	0	0	0.5	[('subClassOf', 'Membrane', 'PredictedMoreGeneralThan', 'EndosomeMembrane')]	[]	[]	[]	[]	[{'term_id': 'GO:0160056', 'term_label': 'macropinosome membrane', 'pred': 'subClassOf', 'expected_tgt': 'EndosomeMembrane', 'outcome': 'tp[more_general]'}]	MacropinosomeMembrane	macropinosome membrane	The lipid bilayer surrounding a macropinosome.		[{'predicate': 'PartOf', 'target': 'Macropinosome'}, {'predicate': 'BoundingLayerOf', 'target': 'Macropinosome'}, {'predicate': 'subClassOf', 'target': 'EndosomeMembrane'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'Membrane'}, {'predicate': 'BoundingLayerOf', 'target': 'Macropinosome'}]	GO:0160056	[{'predicate': 'PartOf', 'target': 'Macropinosome'}, {'predicate': 'BoundingLayerOf', 'target': 'Macropinosome'}, {'predicate': 'subClassOf', 'target': 'Membrane'}]	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.5	0.0	2	0	1	1								
24	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	1	0	0.0	[]	[('subClassOf', 'ProteinContainingComplexAssembly')]	[]	[]	['ProteinContainingComplexAssembly']	[{'term_id': 'GO:0140970', 'term_label': 'AIM2 inflammasome complex assembly', 'pred': 'subClassOf', 'expected_tgt': 'ProteinContainingComplexAssembly', 'outcome': 'true_positive'}]	AIM2InflammasomeComplexAssembly	AIM2 inflammasome complex assembly	The aggregation, arrangement and bonding together of a set of components to form the AIM2 inflammasome complex.		[{'predicate': 'ResultsInAssemblyOf', 'target': 'AIM2InflammasomeComplex'}, {'predicate': 'subClassOf', 'target': 'ProteinContainingComplexAssembly'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ProteinContainingComplexAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'AIM2InflammasomeComplex'}]	GO:0140970	[{'predicate': 'ResultsInAssemblyOf', 'target': 'AIM2InflammasomeComplex'}, {'predicate': 'subClassOf', 'target': 'ProteinContainingComplexAssembly'}]	1.0	1.0	1.0	1.0	0.0	2	0	0	0								
25	gpt-4	openai:	True	2023-09-01 10:18:02.586748	2023-09-01 10:48:40.723027	Darwin-21.6.0-Darwin Kernel Version 21.6.0: Mon Aug 22 20:19:52 PDT 2022; root:xnu-8020.140.49~2/RELEASE_ARM64_T6000-arm64	dae	BasicExtractor	RAG+background-gpt-4	db	db	ont_go		50	0	{'source': None, 'training_set': None, 'testing_set': None, 'validation_set': None, 'training_set_collection': 'ont_go_training', 'testing_set_collection': 'ont_go_testing', 'validation_set_collection': None}	['id', 'original_id']	['relationships']		results	{'precision': 0.42166666666666663, 'recall': 0.40666666666666657, 'f1_score': 0.40733333333333327, 'accuracy': 0.3596666666666667, 'specificity': 0.0, 'true_positives': 41, 'true_negatives': 0, 'false_positives': 74, 'false_negatives': 52}	go	subClassOf	1	0	0.0	[]	[('subClassOf', 'ProteinContainingComplexAssembly')]	[]	[]	['ProteinContainingComplexAssembly']	[{'term_id': 'GO:0160075', 'term_label': 'non-canonical inflammasome complex assembly', 'pred': 'subClassOf', 'expected_tgt': 'ProteinContainingComplexAssembly', 'outcome': 'true_positive'}]	NonCanonicalInflammasomeComplexAssembly	non-canonical inflammasome complex assembly	The aggregation, arrangement and bonding together of a set of components to form a non-canonical inflammasome complex.		[{'predicate': 'ResultsInAssemblyOf', 'target': 'NonCanonicalInflammasomeComplex'}, {'predicate': 'subClassOf', 'target': 'ProteinContainingComplexAssembly'}]	[{'predicate': 'rdfs:subClassOf', 'target': 'ProteinContainingComplexAssembly'}, {'predicate': 'ResultsInAssemblyOf', 'target': 'NonCanonicalInflammasomeComplex'}]	GO:0160075	[{'predicate': 'ResultsInAssemblyOf', 'target': 'NonCanonicalInflammasomeComplex'}, {'predicate': 'subClassOf', 'target': 'ProteinContainingComplexAssembly'}]	1.0	1.0	1.0	1.0	0.0	2	0	0	0								
